Postgraduate,JJ
Research,NNP
Supervisor,NNP
Workshop,NNP
Online,NNP
Session,NNP
Part,NNP
One,CD
:,:
Why,WRB
Effective,JJ
Supervision,NN
Vital,NNP
?,.
Introduction,NNP
This,DT
presentation,NN
take,VB
10,CD
minutes,NNS
.,.
You,PRP
pause,VBP
replay,VB
parts,NNS
presentation,NN
time,NN
.,.
The,DT
presentation,NN
provide,VBP
overview,IN
key,JJ
information,NN
relating,VBG
supervisory,NN
practices,NNS
chance,NN
test,NN
knowledge,NN
progress,NN
.,.
Why,WRB
effective,JJ
supervision,NN
vital,NN
?,.
Student,NN
experience,NN
reputation,NN
,,,
PRES,NNP
Why,WRB
effective,JJ
supervision,NN
vital,NN
?,.
Timely,JJ
completion,NN
thesis,NN
given,VBN
considerable,JJ
weight,JJ
Research,NNP
Councils,NNP
HEFCE,NNP
,,,
determinant,JJ
quality,NN
research,NN
degree,NN
programmes,NNS
.,.
AHRC,NNP
penalise,NN
institutions,NNS
poor,JJ
4,CD
year,NN
submission,NN
rates,NNS
.,.
Why,WRB
effective,JJ
supervision,NN
vital,NN
?,.
Consistency,NNP
equity,NN
treatment,NN
Requirements,NNP
QAA,NNP
Code,NNP
Practice,NNP
Section,NNP
1,CD
Cost,NN
appeals/complaints,NNS
(,(
time,NN
,,,
financial,JJ
,,,
personal,JJ
),)
Office,NNP
Independent,NNP
Adjudicator,NNP
works,VBZ
basis,NN
'benefit,''
doubt,NN
',''
making,VBG
decisions,NNS
.,.
The,DT
Code,NNP
Practice,NNP
All,NNP
supervisors,NNS
must,MD
attend,VB
supervisory,JJ
workshops,NNS
every,DT
3,CD
years,NNS
order,NN
continue,VBP
supervising,VBG
Supervisory,JJ
meetings,NNS
full-time,JJ
students,NNS
8,CD
times,NNS
per,IN
year,NN
,,,
inc.,VBP
3,CD
formal,JJ
progress,NN
meetings,NNS
(,(
must,MD
include,VB
members,NNS
supervisory,JJ
team,NN
),)
,,,
part,NN
time,NN
students,NNS
4x,CD
per,IN
year,NN
,,,
inc.,VBP
2,CD
formal,JJ
meetings,NNS
Clearly,NNP
identify,VBP
primary,JJ
secondary,JJ
supervisors,NNS
The,DT
Code,NNP
Practice,NNP
Failure,NNP
engage,NN
training,NN
requirements,NNS
disciplinary,JJ
matter,NN
General,NNP
Regulation,NNP
13,CD
Attendance,NNP
,,,
Engagement,NNP
&,CC
Progress,NNP
Full-time,JJ
students,NNS
may,MD
undertake,VB
paid,JJ
employment,NN
average,NN
6,CD
hours,NNS
per,IN
week,NN
,,,
180,CD
hours,NNS
p.a,RB
.,.
Category,NNP
A,NNP
PGR,NNP
candidates,NNS
:,:
All,DT
academic,JJ
staff,NN
Honorary,NNP
teaching,NN
research,NN
appointments,NNS
.,.
Research,NNP
staff,NN
affiliated,VBD
Institutes,NNP
Test,NNP
knowledge,NN
In,IN
next,JJ
section,NN
,,,
presented,VBN
series,NN
questions,NNS
relating,VBG
section,NN
Follow,NNP
instructions,NNS
screen,NN
select,VBP
answer,NN
At,IN
end,JJ
test,NN
option,NN
review,NN
answers,NNS
(,(
click,JJ
'Next,NN
',POS
move,NN
question,NN
),)
When,WRB
finished,VBN
reviewing,VBG
answers,NNS
click,VBP
'Continue,POS
',''
complete,JJ
test,NN
return,NN
presentation,NN
End,NNP
section,NN
This,DT
concludes,VBZ
part,NN
one,CD
course,NN
Please,NNP
close,RB
window,VBD
return,NN
Online,NNP
Training,NNP
section,NN
Blackboard,NNP
Module,NNP
take,VB
next,JJ
part,NN
course,NN
.,.
Test,NN
:,:
Why,WRB
effective,JJ
supervision,NN
vital,NN
?,.
What,WP
one,CD
important,JJ
reasons,NNS
effective,JJ
supervision,NN
?,.
(,(
please,VB
select,VB
one,CD
answer,NN
),)
To,TO
support,VB
timely,JJ
completion,NN
thesis,NN
It,PRP
legal,JJ
requirement,NN
University,NNP
To,TO
improve,VB
School,NNP
's,POS
reputation,NN
Faculty,NNP
Test,NN
:,:
Code,NNP
Practice,NNP
How,NNP
often,RB
meet,VBZ
full-time,JJ
student,NN
academic,JJ
year,NN
?,.
(,(
Please,NNP
select,VB
one,CD
answer,NN
),)
As,IN
many,JJ
times,NNS
student,JJ
requests,NNS
,,,
least,JJS
3,CD
formal,JJ
meetings,NNS
As,IN
many,JJ
times,NNS
I,PRP
request,VBP
,,,
least,JJS
3,CD
formal,JJ
meetings,NNS
At,IN
least,JJS
8,CD
times,NNS
year,NN
,,,
include,VBP
3,CD
formal,JJ
meetings,NNS
Up,IN
8,CD
times,NNS
year,NN
,,,
include,VBP
3,CD
formal,JJ
meetings,NNS
Test,NN
:,:
Code,NNP
Practice,NNP
You,PRP
supervising,VBG
full-time,JJ
student,NN
told,VBD
received,VBN
offer,NN
teach,NN
colleague,NN
School,NNP
year,NN
.,.
Do,VB
?,.
(,(
please,VB
select,VB
one,CD
answer,NN
),)
Congratulate,NNP
suggest,VBP
teaches,NNS
second-year,JJ
undergraduate,JJ
course,NN
well,RB
(,(
6,CD
hours,NNS
per,IN
week,NN
),)
Congratulate,NNP
ask,NN
check,NN
colleague,VBD
many,JJ
hours,NNS
teaching,VBG
week,NN
