,JJ
Postgraduate,NNP
Research,NNP
Service,NNP
Page,NNP
1,CD
4,CD
RDPD6,NNP
,,,
October,NNP
2017,CD
(,(
Updated,VBN
October,NNP
2019,CD
),)
RESEARCH,NNP
DEGREE,NNP
POLICY,NNP
DOCUMENTS,NNP
Document,NNP
6,CD
Classification,NNP
Students,NNP
Category,NNP
A,NNP
Staff,NNP
Candidates,VBZ
1,CD
.,.
Scope,NN
guidelines,NNS
These,DT
guidelines,NNS
cover,VBP
following,VBG
research,NN
degrees,NNS
:,:
Doctor,NNP
Philosophy,NNP
Doctor,NNP
Philosophy,NNP
Publication,NNP
Master,NNP
Philosophy,NNP
Master,NNP
Arts,NNP
Research,NNP
Master,NNP
Laws,NNP
Research,NNP
Master,NNP
Science,NNP
Research,NNP
Doctor,NNP
Medicine,NNP
Doctorate,NNP
Clinical,NNP
Psychology,NNP
Doctor,NNP
Education,NNP
Master,NNP
Education,NNP
Professional,NNP
Doctorate,NNP
Doctorate,NNP
Educational,NNP
Psychology,NNP
2,CD
.,.
Background,IN
The,DT
University,NNP
Senate,NNP
agreed,VBD
25,CD
June,NNP
2003,CD
class,NN
research,NN
degree,NN
candidates,NNS
Category,NNP
A,NNP
Category,NNP
B,NNP
candidates,NNS
,,,
rather,RB
staff,NN
non-staff,JJ
candidates,NNS
.,.
The,DT
rationale,NN
behind,IN
quality,NN
assurance,NN
issue,NN
contractual,JJ
nature,NN
relationship,NN
student,NN
UEA,IN
The,DT
definition,NN
University,NNP
Institute,NNP
.,.
The,DT
Regulations,NNPS
PhD,NNP
research,NN
degrees,NNS
state,NN
candidates,NNS
Senate,NNP
shall,MD
determine,VB
),)
Category,NNP
B,NNP
.,.
Section,NN
6,CD
Code,NNP
Practice,NNP
Research,NNP
Degrees,NNP
(,(
page,VB
11,CD
),)
states,VBZ
``,``
The,DT
admission,NN
,,,
registration,NN
,,,
annual,JJ
review,NN
examination,NN
candidates,NNS
members,NNS
University,NNP
's,POS
academic,JJ
staff,NN
research,NN
staff,NN
affiliated,VBD
Graduate,NNP
School1,NNP
1,CD
The,DT
Affiliated,NNP
Graduate,NNP
Schools,NNP
currently,RB
Norwich,NNP
Bioscience,NNP
Institutes,NNP
(,(
NBI,NNP
),)
Graduate,NNP
School,NNP
University,NNP
Suffolk,NNP
Graduate,NNP
School,NNP
.,.
Postgraduate,NNP
Research,NNP
Service,NNP
Page,NNP
2,CD
4,CD
RDPD6,NNP
,,,
October,NNP
2017,CD
(,(
Updated,VBN
October,NNP
2019,CD
),)
The,DT
categorisation,NN
candidates,NNS
Category,NNP
A,NNP
ensures,VBZ
consideration,NN
candidates,NNS
',POS
progress,NN
undertaken,IN
outside,JJ
School,NNP
,,,
separate,JJ
staff,NN
management,NN
considerations,NNS
perceptions,NNS
unfair,JJ
advantage,NN
bias,NN
.,.
Also,RB
means,VBZ
academic,JJ
decisions,NNS
taken,VBN
,,,
example,NN
,,,
confirm,VBP
passing,VBG
probation,NN
,,,
award,RB
degree,NN
concerned,JJ
subject,JJ
independent,JJ
review,NN
outside,IN
School,NNP
.,.
Categorisation,NNP
Category,NNP
A,NNP
means,VBZ
changes,NNS
candidatewill,VBP
need,VBP
approved,VBN
Academic,NNP
Director,NNP
UEA,NNP
Doctoral,NNP
College,NNP
annual,JJ
progress,NN
probationary,JJ
review,NN
forms,NNS
considered,VBN
relevant,JJ
Graduate,NNP
School,NNP
Executive,NNP
rather,RB
School,NNP
level,NN
.,.
The,DT
classification,NN
research,NN
degree,NN
candidates,NNS
Category,NNP
A,NNP
Category,NNP
B,NNP
reviewed,VBD
2010-11,CD
,,,
Appendix,NNP
A,NNP
Code,NNP
Practice,NNP
Research,NNP
Degrees,NNP
amended,VBD
provide,RB
greater,JJR
clarity,NN
categories,NNS
staff,NN
included,VBD
excluded,VBN
definition,NN
Category,NNP
A.,NNP
regulatory,JJ
framework,NN
,,,
revised,VBN
guidelines,NNS
set,VBD
.,.
3,CD
.,.
Classification,NNP
research,NN
degree,NN
candidates,NNS
Category,NNP
A,NNP
Category,NNP
B,NNP
The,DT
classification,NN
research,NN
degree,NN
candidates,NNS
Category,NNP
A,NNP
Category,NNP
B,NNP
made,VBD
point,NN
admission,NN
,,,
date,NN
submission,NN
Application,NNP
Approval,NNP
Thesis,NNP
Title,NNP
Examiners,NNP
form,NN
reviewed,VBD
annual,JJ
review,NN
progress,NN
.,.
If,IN
registered,VBN
research,NN
degree,NN
,,,
following,VBG
groups,NNS
staff,NN
always,RB
considered,VBN
Category,NNP
A,DT
:,:
All,DT
academic,JJ
staff,NN
(,(
ATS,NNP
ATR,NNP
),)
whether,IN
within,IN
outside,JJ
School,NNP
Study,NNP
,,,
whether,IN
part-time,JJ
full-time,JJ
fixed,JJ
term,NN
indefinite,NN
contracts,NNS
.,.
Research,NNP
Associates,NNPS
Technical,NNP
staff,NN
based,VBN
School,NNP
Study,NNP
UEA,NNP
