Postgraduate,JJ
Research,NNP
Service,NNP
Page,NNP
1,CD
6,CD
RDPD13,NNP
,,,
Updated,VBD
October,NNP
2019,CD
RESEARCH,NNP
DEGREE,NNP
POLICY,NNP
DOCUMENTS,NNP
Document,NNP
13,CD
Policy,NNP
Split-Site,NNP
PhD,NNP
Partnerships,NNP
1,CD
Introduction,NNP
A,NNP
split-site,JJ
PhD,NNP
defined,VBD
PhD,NNP
leads,VBZ
University,NNP
East,NNP
Anglia,NNP
award,NN
involves,VBZ
students,NNS
fully,RB
registered,VBD
University,NNP
East,NNP
Anglia,NNP
students,NNS
whilst,VBP
spending,VBG
significant,JJ
period,NN
research,NN
away,RB
University,NNP
,,,
another,DT
approved,JJ
institution,NN
,,,
normally,RB
overseas,JJ
.,.
All,DT
split-site,JJ
PhDs,NNP
require,NN
formal,JJ
agreement,NN
University,NNP
partner,NN
institution,NN
(,(
),)
.,.
The,DT
split-site,JJ
PhD,NNP
used,VBD
increase,VB
collaborative,JJ
research,NN
develop,VB
international,JJ
partnerships,NNS
.,.
It,PRP
may,MD
appropriate,VB
make,VB
individual,JJ
student,NN
arrangements,NNS
permit,VBP
student,JJ
undertake,JJ
research,NN
approved,VBD
location,NN
away,RB
University,NNP
example,NN
,,,
students,NNS
based,VBN
industry,NN
.,.
These,DT
referred,VBD
split-site,JJ
PhDs,NNP
involve,VB
institution-to-institution,NN
agreements,NNS
.,.
There,EX
arrangements,NNS
offer,VBP
mobility,NN
PGR,NNP
students,NNS
,,,
including,VBG
students,NNS
undertaking,VBG
fieldwork,NN
specific,JJ
visits,VBZ
away,RB
University,NNP
.,.
These,DT
types,NNS
arrangements,NNS
may,MD
fall,VB
Us,NNP
Policy,NNP
Placements,NNP
policies,NNS
,,,
seen,VBN
split-site,JJ
PhDs,NNP
.,.
2,CD
Principles,NNPS
split-site,JJ
provision,NN
There,EX
nominated,VBN
lead,NN
academic,JJ
University,NNP
East,NNP
Anglia,NNP
responsible,JJ
particular,JJ
split-site,JJ
PhD,NNP
arrangement,NN
.,.
This,DT
individual,NN
would,MD
work,VB
closely,RB
Postgraduate,NNP
Research,NNP
Service,NNP
,,,
well,RB
International,NNP
Office,NNP
Academic,NNP
Partnerships,NNP
(,(
formerly,RB
Partnerships,NNP
Office,NNP
),)
appropriate,VBP
.,.
Split-site,JJ
PhD,NNP
arrangements,NNS
made,VBD
institutions,NNS
good,JJ
academic,JJ
students,NNS
.,.
Split-site,JJ
PhD,NNP
arrangements,NNS
reviewed,VBD
regularly,RB
,,,
least,JJS
every,DT
five,CD
years,NNS
.,.
There,EX
written,VBN
agreement,NN
split-site,JJ
PhD,NNP
arrangements,NNS
,,,
setting,VBG
rights,NNS
responsibilities,NNS
student,NN
,,,
University,NNP
East,NNP
Anglia,NNP
,,,
partner,NN
institution,NN
(,(
),)
.,.
Postgraduate,NNP
Research,NNP
Service,NNP
Page,NNP
2,CD
6,CD
RDPD13,NNP
,,,
Updated,VBD
October,NNP
2019,CD
All,NNP
provision,NN
line,NN
Code,NNP
Practice,NNP
Research,NNP
Degrees,NNP
.,.
3,CD
How,WRB
approve,JJ
split-site,JJ
PhD,NNP
Split-site,NNP
PhD,NNP
partnershipborative,JJ
approval,NN
mechanisms,NNS
,,,
Academic,NNP
Partnerships,NNP
Postgraduate,NNP
Research,NNP
Service,NNP
involved,VBD
development,NN
approval,NN
.,.
The,DT
approval,NN
process,NN
based,VBN
assumption,NN
relevant,NN
Faculty,NNP
Associate,NNP
Dean,NNP
Postgraduate,NNP
Research,NNP
informed,VBD
supportive,JJ
split-site,JJ
PhD,NNP
proposal,NN
.,.
Contact,NNP
Postgraduate,NNP
Research,NNP
Service,NNP
3.1.1,CD
Split-site,NNP
PhD,NNP
partnership,NN
proposals,NNS
discussed,VBN
initially,RB
Head,NNP
Postgraduate,NNP
Research,NNP
Service,NNP
,,,
clarify,VB
within,IN
Postgraduate,NNP
Research,NNP
Service,NNP
support,NN
development,NN
proposal,NN
liaise,VBP
Academic,NNP
Partnerships,NNP
.,.
International,NNP
split-site,JJ
PhD,NNP
partnerships,NNS
also,RB
discussed,VBD
International,NNP
Office,NNP
,,,
may,MD
able,JJ
give,VB
specific,JJ
guidance,NN
prospective,JJ
partner,NN
educational,JJ
system,NN
.,.
Due,JJ
diligence,NN
,,,
site,NN
visit,NN
risk,NN
assessment,NN
3.1.2,CD
Due,JJ
diligence,NN
completed,VBD
partner,NN
institution,NN
.,.
A,DT
checklist,NN
available,JJ
Postgraduate,NNP
Research,NNP
Service,NNP
.,.
This,DT
completed,VBN
approved,VBD
Doctoral,NNP
College,NNP
Executive,NNP
part,NN
approval,NN
arrangement,NN
.,.
In,IN
cases,NNS
site,NN
visit,NN
must,MD
undertaken,VB
.,.
This,DT
assure,NN
University,NNP
students,NNS
Code,NNP
Practice,NNP
Research,NNP
Degrees,VBZ
The,DT
checklist,NN
covers,VBZ
quality,JJ
assurance,NN
risk,NN
assessment,NN
.,.
Approval,JJ
3.1.3,CD
Split-site,JJ
PhD,NNP
partnerships,NNS
need,VBP
approval,NN
Doctoral,NNP
College,NNP
Executive,NNP
,,,
would,MD
normally,RB
considered,VBN
relevant,JJ
Faculty,NNP
Graduate,NNP
School,NNP
Executive,NNP
order,NN
ensure,VB
,,,
,,,
suitable,JJ
training,NN
pathway,NN
.,.
They,PRP
also,RB
approval,NN
Senate,NNP
,,,
either,RB
full,JJ
delegation,NN
Pro-Vice-Chancellor,NNP
(,(
Research,NNP
Innovation,NNP
),)
depending,VBG
level,NN
risk,NN
involved,VBN
.,.
4,CD
Drafting,NNP
Agreement,NNP
A,NNP
Memorandum,NNP
Agreement,NNP
signed,VBD
institutional,JJ
level,NN
Vice-Chancellor,NNP
partner,NN
institution,NN
.,.
However,RB
,,,
students,NNS
admitted,VBD
onto,IN
University,NNP
East,NNP
Anglia,NNP
PhD,NNP
Individual,NNP
Doctoral,NNP
Agreement,NNP
signed,VBD
.,.
After,IN
initial,JJ
arrangement,NN
,,,
individual,JJ
arrangements,NNS
partner,NN
institution,NN
catered,VBD
completion,NN
signature,NN
Individual,NNP
Doctoral,NNP
Agreements,NNP
,,,
incorporated,VBN
,,,
signature,NN
,,,
overarching,VBG
Memorandum,NNP
Agreement,NNP
,,,
cover,NN
arrangements,NNS
supervision,VBP
individual,JJ
student,NN
.,.
Postgraduate,NNP
Research,NNP
Service,NNP
Page,NNP
3,CD
6,CD
RDPD13,NNP
,,,
Updated,VBD
October,NNP
2019,CD
5,CD
Admissions,NNS
,,,
Registration,NNP
,,,
Residence,NNP
Fees,NNP
Admissions,NNP
All,NNP
admissions,NNS
information,NN
arrangements,NNS
,,,
including,VBG
induction,NN
,,,
must,MD
available,JJ
students,NNS
members,NNS
supervisory,JJ
team,JJ
UEA,NNP
partner,NN
institution,NN
.,.
Registration,NN
Students,NNS
register,VBP
annually,RB
Faculty,NNP
UEA,NNP
.,.
Students,NNS
may,MD
also,RB
need,VB
register,JJR
temporarily,RB
partner,NN
institution,NN
requirement,NN
institution,NN
whilst,IN
studying,VBG
away,RB
UEA,NNP
.,.
Residence,NNP
months,NNS
(,(
necessarily,RB
continuous,JJ
time,NN
period,NN
),)
.,.
Although,IN
minimum,JJ
period,NN
,,,
Faculties,NNS
may,MD
feel,VB
appropriate,JJ
make,JJ
time,NN
spent,VBN
UEA,NNP
longer,RBR
.,.
Exact,JJ
timings,NNS
periods,NNS
spent,VBD
UEA,NNP
agreed,VBD
outset,VBN
,,,
normally,RB
include,VBP
least,JJS
six,CD
months,NNS
first,JJ
final,JJ
years,NNS
.,.
Fees,NNS
5.4.1,CD
