Postgraduate,JJ
Research,NNP
Service,NNP
Page,NNP
1,CD
5,CD
RDPD,NNP
10,CD
,,,
October,NNP
2018,CD
(,(
Updated,VBN
October,NNP
2019,CD
),)
RESEARCH,NNP
DEGREE,NNP
POLICY,NNP
DOCUMENTS,NNP
Document,NNP
10,CD
Approval,NNP
New,NNP
Research,NNP
Degree,NNP
Awards,NNP
Changes,NNP
Research,NNP
Degree,NNP
Programmes,NNP
1,CD
.,.
Introduction,NN
1.1,CD
The,DT
approval,NN
process,NN
new,JJ
research,NN
degree,NN
programmes,NNS
changes,NNS
existing,VBG
provision,NN
aims,VBZ
ensure,VB
quality,NN
standards,NNS
research,NN
degree,NN
programmes,NNS
maintained,VBD
comply,JJ
wider,JJR
research,NN
agenda,NN
University,NNP
.,.
An,DT
additional,JJ
aim,NN
ensure,VB
consistency,NN
practice,NN
across,IN
University,NNP
approval,NN
award-bearing,JJ
programmes,NNS
enable,JJ
University,NNP
identify,NN
share,NN
areas,NNS
good,JJ
practice,NN
.,.
An,DT
application,NN
approval,NN
new,JJ
research,NN
degree,NN
programme,NN
required,VBN
:,:
new,JJ
research,NN
degree,NN
programme,NN
proposed,VBN
,,,
new,JJ
professional,JJ
doctorate,NN
,,,
absence,NN
current,JJ
provision,NN
amendments,NNS
proposed,VBD
make,JJ
significant,JJ
change,NN
market,NN
,,,
viability,NN
educational,JJ
purpose,NN
existing,VBG
research,NN
degree,NN
programme,NN
alternative,JJ
mode,NN
delivery,NN
existing,VBG
programme,NN
proposed,VBN
.,.
1.2.,CD
research,NN
degrees,NNS
consulted,VBD
development,NN
new,JJ
research,NN
degree,NN
programme,NN
proposed,VBN
.,.
A,DT
list,NN
approved,VBD
research,NN
degree,NN
programmes,VBZ
found,VBN
University,NNP
Calendar,NNP
.,.
Any,DT
new,JJ
proposal,NN
amendment,NN
existing,VBG
provision,NN
considered,VBN
relation,NN
:,:
The,DT
The,DT
complementarity,NN
proposal,NN
relation,NN
current,JJ
planned,VBN
provision,NN
leading,VBG
award,NN
University,NNP
.,.
1.3,CD
In,IN
document,NN
,,,
unless,IN
explicitly,RB
stated,VBN
otherwise,RB
,,,
Head,NNP
School,NNP
may,MD
taken,VBN
refer,NN
also,RB
Chair,NNP
NBI,NNP
Graduate,NNP
School,NNP
Executive,NNP
research,NN
degree,NN
programmes,VBZ
wholly,RB
primarily,RB
based,VBN
Norwich,NNP
Bioscience,NNP
Institutes,NNPS
.,.
Postgraduate,NNP
Research,NNP
Service,NNP
Page,NNP
2,CD
5,CD
RDPD,NNP
10,CD
,,,
October,NNP
2018,CD
(,(
Updated,VBN
October,NNP
2019,CD
),)
2,CD
.,.
Approval,NNP
Process,NNP
2.1,CD
The,DT
Academic,NNP
Lead,NNP
proposal,NN
consult,NN
Head,NNP
Postgraduate,NNP
Research,NNP
Service,NNP
prior,RB
starting,VBG
course,NN
approval,NN
process,NN
information,NN
early,JJ
considerations,NNS
timescales,NNS
,,,
assign,JJ
Postgraduate,NNP
Research,NNP
(,(
PGR,NNP
),)
Officer/Manager,NNP
provide,VB
advice,NN
completing,VBG
necessary,JJ
documentation,NN
.,.
If,IN
proposal,NN
new,JJ
degree,JJ
award,NN
previously,RB
offered,VBN
School/Institute1/University,NNP
,,,
flagged,VBD
Finance,NNP
,,,
Governance,NNP
Planning,NNP
Office,NNP
early,RB
stage,NN
.,.
2.2,CD
.,.
The,DT
approval,NN
process,NN
staged,VBD
risk-based,JJ
.,.
The,DT
approval,NN
Low,NNP
Risk,NNP
proposals,NNS
devolved,VBD
Faculty,NNP
Graduate,NNP
School,NNP
Executives,NNP
,,,
differing,VBG
approval,NN
Standard,NNP
Risk,NNP
proposals,NNS
usually,RB
accompanied,VBD
business,NN
case,NN
financial,JJ
plan,NN
widespread,JJ
consultation,NN
sign-off,NN
University,NNP
Learning,NNP
Teaching,NNP
Committee,NNP
required,VBD
.,.
2.3,CD
The,DT
initial,JJ
idea,NN
articulated,VBD
Course,NNP
Proposal,NNP
Outline,NNP
(,(
CP1R,NNP
),)
,,,
School/Institute,NNP
approval,NN
,,,
next,JJ
stages,NNS
commence,NN
.,.
Course,NNP
Approval,NNP
forms,NNS
,,,
use,VBP
new,JJ
research,NN
degree,NN
programmes,NNS
changes,NNS
existing,VBG
programmes,NNS
,,,
available,JJ
Postgraduate,NNP
Research,NNP
Service,NNP
website,NN
.,.
2.4,CD
Approval,NNP
new,JJ
research,NN
degree,NN
programme,NN
amendments,NNS
existing,VBG
programme,NN
consist,VBP
three,CD
stages,NNS
.,.
The,DT
stage,NN
stages,NNS
approval,NN
process,NN
applicable,JJ
depend,NN
level,NN
risk,NN
determined,VBD
.,.
Guidance,NNP
full,JJ
details,NNS
incorporated,VBN
within,IN
approval,NN
forms,NNS
.,.
Stage,NN
1,CD
(,(
Course,NNP
Proposal,NNP
Outline,NNP
),)
necessary,JJ
applications,NNS
.,.
Stage,NN
2,CD
(,(
Business,NNP
Case,NNP
Financial,NNP
Plan,NNP
),)
required,VBD
proposals,NNS
designated,VBN
standard,JJ
risk,NN
.,.
Stage,NN
3,CD
(,(
Academic,NNP
Design,NNP
),)
required,VBD
standard,JJ
risk,NN
proposals,NNS
low,JJ
risk,NN
proposals,NNS
academic,JJ
content,NN
(,(
including,VBG
research,NN
environment,NN
),)
changing,NN
.,.
3,CD
.,.
Risk,NN
Categories,NNPS
The,DT
Faculty,NNP
Associate,NNP
Dean,NNP
Postgraduate,NNP
Research,NNP
responsible,JJ
School,NNP
proposal,NN
originates,VBZ
assign,JJ
level,NN
risk,NN
consultation,NN
PGR,NNP
Officer,NNP
/,NNP
Manager,NNP
follows,VBZ
:,:
3.1,CD
Category,NNP
One,CD
Existing,NNP
Content,NNP
(,(
Low,NNP
risk,NN
proposals,NNS
),)
typically,RB
involve,VBP
changes,NNS
existing,VBG
provision,NN
therefore,RB
quality,JJ
assurance,NN
risk,NN
low,NN
,,,
financial,JJ
impact,NN
financial,JJ
risk,NN
low,NN
.,.
If,IN
proposal,NN
existing,VBG
applicants,NNS
and/or,JJ
students,NNS
,,,
groups,NNS
may,MD
need,VB
consulted,JJ
line,NN
consumer,NN
rights,NNS
legislation,NN
evidence,NN
consultation,NN
provided,VBD
;,:
please,VB
seek,JJ
advice,NN
PGR,NNP
Service,NNP
necessary,JJ
.,.
Examples,NNS
low,JJ
risk,NN
categories,NNS
given,VBN
:,:
1,CD
The,DT
use,NN
term,NN
Institutes,NNP
document,NN
refers,NNS
John,NNP
Innes,NNP
Centre,NNP
,,,
The,DT
Sainsbury,NNP
Laboratory,NNP
,,,
Earlham,NNP
Institute,NNP
Quadram,NNP
Institute,NNP
Bioscience,NNP
.,.
Postgraduate,NNP
Research,NNP
Service,NNP
Page,NNP
3,CD
5,CD
RDPD,NNP
10,CD
,,,
October,NNP
2018,CD
(,(
Updated,VBN
October,NNP
2019,CD
),)
Amendments,NNPS
programme,JJ
existing,VBG
teaching,VBG
content,JJ
re-organised,JJ
new,JJ
modules,NNS
Proposals,NNS
new,JJ
subject,JJ
area,NN
and/or,NN
School,NNP
registration,NN
within,IN
existing,VBG
programme,JJ
Amendments,NNS
programme,NN
,,,
without,IN
change,NN
degree,NN
title,NN
,,,
less,CC
20,CD
%,NN
whole,JJ
programme,JJ
new,JJ
changing,VBG
Changes,NNS
existing,VBG
programmes,NNS
Professional,NNP
,,,
Statutory,NNP
Regulatory,NNP
Body,NNP
(,(
PSRB,NNP
),)
accreditation,NN
accrediting,VBG
body,NN
content,NN
recommended,VBD
proposed,VBN
changes,NNS
Changes,NNP
FTE,NNP
part-time,JJ
programme,NN
,,,
provided,VBN
