Postgraduate,JJ
Research,NNP
Supervision,NNP
Scenarios,NNP
The,DT
following,JJ
content,NN
adapted,VBD
:,:
Eley,NNP
,,,
A.,NNP
R.,NNP
R.,NNP
Jennings,NNP
.,.
2005,CD
.,.
Effective,JJ
Postgraduate,NNP
Supervision,NN
:,:
Improving,NNP
Student/Supervisor,NNP
Relationship,NNP
.,.
Maidenhead,NN
:,:
Open,JJ
University,NNP
Press,NNP
,,,
7-11,JJ
.,.
Scenario,NN
:,:
Becky,NNP
's,POS
story,NN
Becky,NNP
really,RB
enjoyed,VBD
undergraduate,JJ
studies,NNS
University,NNP
graduated,VBD
good,JJ
first-class,NN
degree,NN
.,.
Spurred,NNP
success,NN
,,,
continued,VBD
MA,NNP
level,NN
.,.
She,PRP
lively,RB
group,NN
friends,VBZ
found,JJ
course,NN
medieval,JJ
history,NN
fascinating,NN
.,.
When,WRB
favourite,JJ
teacher,NN
,,,
eminent,JJ
medieval,NN
historian,NN
Professor,NNP
Robinson,NNP
,,,
encouraged,VBD
apply,RB
PhD,NNP
Benedictine,NNP
monasteries,NNS
southern,JJ
France,NNP
,,,
flattered,VBD
,,,
thrilled,VBD
awarded,VBN
Funding,NNP
Council,NNP
grant,NN
carry,NN
research.Points,NNS
consideration,NN
Becky,NNP
spent,VBD
first,RB
three,CD
months,NNS
project,VBP
reading,VBG
voraciously,RB
started,VBN
course,NN
Latin,NNP
improve,VB
reading,VBG
ability,NN
source,NN
materials,NNS
essential,JJ
research,NN
.,.
She,PRP
regular,JJ
supervisory,JJ
meetings,NNS
Professor,NNP
Robinson,NNP
impressed,VBD
progress,NN
preliminary,JJ
readings,NNS
gave,VBD
favourable,JJ
feedback,NN
initial,JJ
draft,NN
first,RB
part,NN
literature,NN
review,NN
.,.
But,CC
winter,NN
dragged,VBD
found,VBD
nearly,RB
happy,JJ
felt,VBD
ought,MD
;,:
working,VBG
one,CD
best,JJS
minds,NNS
field,NN
thought,RB
well,RB
.,.
What,WP
could,MD
wrong,VB
?,.
Points,NNS
consideration,NN
Becky,NNP
's,POS
friends,NNS
graduated,VBD
gone,VBN
separate,JJ
ways,NNS
although,IN
one,CD
classmates,NNS
,,,
Emma,NNP
,,,
also,RB
PhD,NNP
,,,
London,NNP
.,.
There,EX
PhD,JJ
students,NNS
department,NN
,,,
working,VBG
fields,NNS
different,JJ
.,.
The,DT
students,NNS
Latin,JJ
class,NN
first-year,JJ
undergraduates,NNS
felt,VBD
old,JJ
comparison,NN
.,.
She,PRP
sharing,VBG
house,NN
group,NN
overseas,JJ
students,NNS
tended,VBD
socialize,JJ
people,NNS
country,NN
.,.
Professor,NNP
Robinson,NNP
kind,NN
;,:
wife,NN
invited,VBD
Becky,NNP
dinner,NN
first,RB
month,NN
research,NN
.,.
However,RB
,,,
late,JJ
fifties,NNS
(,(
older,JJR
Becky,NNP
's,POS
parents,NNS
),)
children,NNS
.,.
The,DT
dinner,NN
party,NN
actually,RB
rather,RB
difficult,JJ
Becky,NNP
terrified,VBD
committing,VBG
social,JJ
gaffe,NN
going,VBG
estimation,NN
great,JJ
man,NN
.,.
This,DT
going,VBG
source,NN
lively,RB
social,JJ
life,NN
.,.
Points,NNS
consideration,NN
Becky,NNP
tried,VBD
compensate,JJ
worries,NNS
unhappiness,IN
working,VBG
even,RB
harder,RBR
.,.
She,PRP
would,MD
stay,VB
library,JJ
closed,VBD
avoid,NN
go,VBP
home,NN
group,NN
students,NNS
talking,VBG
language,NN
could,MD
n't,RB
understand,VB
.,.
In,IN
early,JJ
April,NNP
decided,VBD
needed,VBN
treat,NN
went,VBD
London,NNP
spend,VBP
long,JJ
weekend,NN
Emma,NNP
.,.
Emma,NNP
really,RB
enjoying,VBG
research,NN
modern,JJ
German,NNP
poetry,NN
enthused,VBD
critical,JJ
theory,NN
reading,VBG
group,NN
part,NN
weekly,VBZ
gender,NN
studies,NNS
seminars,NNS
attended,VBD
.,.
These,DT
events,NNS
usually,RB
ended,VBD
everyone,NN
going,VBG
pub,JJ
carrying,VBG
lively,RB
debates,VBZ
drinks,NNS
meal,NN
.,.
The,DT
inevitable,JJ
comparison,NN
Becky,NNP
's,POS
research,NN
degree,NN
experience,NN
Emma,NNP
's,POS
revealed,JJ
stark,NN
differences,NNS
.,.
Points,NNS
consideration,NN
Following,VBG
Becky,NNP
's,POS
Probationary,NNP
Review,NNP
,,,
completed,VBD
successfully,RB
,,,
supervisor,NN
advised,VBD
travel,NN
France,NNP
begin,NN
archival,JJ
work,NN
.,.
Hurriedly,RB
,,,
booked,VBD
trip,NN
early,RB
summer,NN
.,.
She,PRP
spent,VBD
frustrating,VBG
weeks,NNS
trying,VBG
set,VBN
visit,NN
gain,NN
access,NN
necessary,JJ
documents,NNS
,,,
,,,
despite,IN
references,NNS
written,VBN
supervisor,NN
,,,
staff,NN
obstructive,JJ
unhelpful,JJ
.,.
Becky,NNP
finally,RB
thought,VBD
visit,NN
arranged,VBN
,,,
arrived,VBD
archive,JJ
told,VBD
half,NN
records,NNS
wanted,VBD
sent,JJ
conservation,NN
work,NN
.,.
She,PRP
advised,VBD
return,NN
12,CD
18,CD
months,NNS
.,.
Points,NNS
consideration,NN
This,DT
setback,NN
final,JJ
straw,NN
Becky,NNP
.,.
She,PRP
felt,VBD
failed,VBD
completely,RB
project,JJ
wanted,VBD
nothing,NN
.,.
She,PRP
could,MD
bear,VB
thought,VBN
going,VBG
back,RB
Professor,NNP
Robinson,NNP
admitting,VBG
let,NN
,,,
went,VBD
home,NN
parents,NNS
.,.
Becky,JJ
time,NN
think,VB
situation,NN
.,.
She,PRP
concluded,VBD
mental,JJ
strength,NN
cope,NN
situation,NN
department,NN
sense,NN
responsibility,NN
felt,VBD
regarding,VBG
completion,NN
research,NN
project,NN
.,.
She,PRP
doubted,VBD
took,VBD
devote,NN
research,NN
way,NN
eminent,JJ
academics,NNS
Professor,NNP
Robinson,NNP
must,MD
.,.
She,PRP
sat,VBD
wrote,VBD
letter,NN
Head,NNP
School,NNP
,,,
withdrawing,VBG
PhD,NNP
.,.
Evolution,NN
problem,NN
:,:
(,(
short,JJ
summary,NN
sequence,NN
events,NNS
cause,VBP
effect,NN
),)
Possible,NNP
prevention,NN
resolution,NN
problem,NN
:,:
(,(
list,JJ
statements,NNS
recommendations,NNS
),)
1,CD
